injection_id,M_c,q,s1_mag,s1_theta,s1_phi,s2_mag,s2_theta,s2_phi,iota,lambda_1,lambda_2,ra,dec,psi,d_L
0,0.8714516543290981,0.21040966803340236,0.7690330594764454,0.26046911881666224,0.2927456693253866,0.35555018512903436,0.2857648887101288,0.3089590382536643,0.5075360814534894,0.8454992632347671,0.09997418821045753,0.3248721010638675,0.15144057547493683,0.08032113906638319,0.4426867986405519
1,0.25511606724517566,0.12900847408768729,0.18036289076280934,0.23221181133070487,0.7453778612258875,0.6177521038950241,0.2750790812467908,0.8411604950677485,0.7875113669990488,0.6349500751708643,0.019261266046247276,0.796687676221691,0.37411844925224375,0.1215231961634805,0.5576943043906426
2,0.333409180596788,0.4452568191096697,0.00280512572615451,0.25889652908360955,0.25396389615796844,0.3936827117316374,0.7104742986319108,0.4368828879617662,0.358106486044772,0.8160776751382256,0.015966710633564283,0.5964859493021578,0.2946346493222367,0.7177182888106113,0.6323689753252011
3,0.5096396436937768,0.9693754856658036,0.22769085461560568,0.24072639864869877,0.15977747683508575,0.9840179824986934,0.2049044094795899,0.9968330998430757,0.5824972187627748,0.0278304158449793,0.1698055875320737,0.6209714113658175,0.17321858860098518,0.9937270226690353,0.49644981626622164
4,0.4789320128726642,0.6869112781608698,0.25961161862580623,0.3162509707129748,0.0034810306889333,0.670356663625243,0.9290105352951303,0.8083716750227958,0.5195923197750625,0.4974620165739445,0.8619365808900942,0.0484532668269964,0.08024273870392251,0.2619814664240436,0.7180919540795614
5,0.33664405743252823,0.5033507747339836,0.20582012804258207,0.2941252290351932,0.4926480366911554,0.11350214540946761,0.10857066734715429,0.89987834976457,0.8130418633075962,0.36056187248050575,0.6767042496978767,0.7933856207042613,0.8015630742575024,0.8008645033597146,0.7792733611036288
6,0.44422617556261507,0.9152799217889214,0.6667445696525507,0.8697484676811753,0.13592217902452985,0.8493245464920453,0.49165920560952814,0.9856459062077825,0.10964980879191073,0.8818412359121762,0.9816708561698054,0.7671635900018132,0.6541809865692052,0.9853228193272839,0.5561514319878195
7,0.12101294907450798,0.00671762190885818,0.7494891736445447,0.09497898084740387,0.008899316068757148,0.6424954376667448,0.613439353965844,0.3742956494424574,0.2857243397755818,0.022224950508616816,0.657191273455375,0.3473935816824914,0.51672444447951,0.14014405692973889,0.7773521794022518
8,0.8598943806713947,0.46104660084188454,0.6068929589072659,0.47609633871090373,0.41860749388847907,0.5502939344717399,0.12611342564408518,0.33821347312896227,0.47965016247101916,0.13746726226900371,0.9327119600623546,0.904830636695556,0.9698812091542496,0.6127683466304336,0.09331134830135515
9,0.4109999331923915,0.031448685338524025,0.9680105800743822,0.5879873038547345,0.7559754088508189,0.9433419853272099,0.7518660480542303,0.6963715077427487,0.4990418904958341,0.7389573810941757,0.10070901807681232,0.8669811937785742,0.8863038661981029,0.6112709598451054,0.3107557750376786
10,0.7115443120046189,0.32190292402229376,0.9503337773308743,0.6883730085138352,0.40657361751417,0.7744364559306691,0.06479552176263251,0.923075911695627,0.933471683038844,0.6871533459417223,0.3144108590493311,0.02409961787745276,0.9699775239969182,0.0018916877554901897,0.00685225847111947
11,0.5332448380464739,0.8676993914759824,0.801812607993523,0.6339715134287269,0.09646105550908574,0.8732376245367354,0.5445784182601093,0.6797889170553113,0.7786604262862996,0.16139565066942013,0.7413393056713894,0.09350030652343204,0.6457471827296495,0.9803439147554711,0.8968495524153403
12,0.09497345134448762,0.7688073709262,0.3907747002609026,0.1670255436397056,0.2248452746285446,0.4104923990266219,0.9842579823050265,0.22433450410082537,0.09020813495664788,0.14853949354639642,0.8938404182879544,0.01389432969092774,0.8920080930778606,0.887354817360081,0.8840894919034716
13,0.2649151839632,0.21838663841348507,0.7179863711725233,0.6728976473296698,0.2100764967212205,0.9667863176785282,0.26686896122447784,0.682061200385685,0.223045451338967,0.4739796779561286,0.53423855059033,0.28618765894421805,0.39339286795574036,0.23754575831439478,0.21387156625648565
14,0.2638969752892798,0.9608103384853127,0.23262025542934445,0.4503687349554186,0.9329514046958924,0.7027146746516535,0.9713036920264987,0.5276597354692492,0.3039212879669154,0.14222339771894107,0.7296674963769987,0.2497595310622793,0.2508335426504191,0.04451120183270853,0.7583397338635453
15,0.3682868387514062,0.918999405999145,0.0777061575362185,0.7043682076311654,0.797771353711124,0.6479917920906642,0.8457563041484891,0.7694115124459656,0.8425944385755519,0.7293637253758758,0.5043450257404938,0.7167276239700421,0.49713764575548564,0.1539802740742046,0.1536176754404957
16,0.8503324866747397,0.09752995881842623,0.5161748792289307,0.17522131185137776,0.8400676406881172,0.7396468298951498,0.24008054970752593,0.39270761899122775,0.4669578937705811,0.03361014672275945,0.8382778839642502,0.8842419774982175,0.9985609976415714,0.464565502118586,0.5279320428182317
17,0.9632778182210613,0.9074755759122612,0.3763135181879642,0.26581765075893865,0.46064997516126555,0.9049448465380441,0.49132695036146673,0.16870543035222152,0.8116557385099898,0.7783546718576199,0.5260401111118007,0.5504602095881116,0.2234854146688698,0.5837228105948389,0.7973491853672419
18,0.7987284463715952,2.2193895829660096e-05,0.9369979123684752,0.13870217535009527,0.45161673049464984,0.39400948032275995,0.05311284467646142,0.6375337249716205,0.4171926384653619,0.0012522091350474162,0.762622072093965,0.963428418562731,0.1819110516814505,0.3641120909018533,0.3595105994864464
19,0.47758153328832104,0.6756828883048833,0.699686352277441,0.12087483114498268,0.686561576961623,0.9007900929285513,0.7027081473188624,0.15055007304725596,0.7417512441519392,0.7758155381228515,0.25674934340487787,0.6414334086237009,0.42958652270539277,0.4919842901882134,0.6888736267855221
20,0.6327294778040565,0.001487749472599176,0.9160438944554795,0.04758921194337602,0.582188257905871,0.9760334983286664,0.6776527629521002,0.6371767607608939,0.007744117080882563,0.19419029071239466,0.8180410817724945,0.6091625219372442,0.6618181823091573,0.7470523194444582,0.9584552972174154
21,0.7017869587068514,0.21409397890314796,0.20091884333382867,0.14121618073032782,0.22921628751060769,0.03924136037654482,0.5641748738665596,0.9524051364908102,0.8090373936822703,0.22973581022577594,0.941617466089379,0.8587517928590626,0.4241456483318457,0.667313278856024,0.7918486129414258
22,0.43398538994832125,0.5275743286141331,0.0908941133017127,0.3795079826356038,0.8361246424263686,0.6147564077914183,0.9223315609483173,0.4498770633143886,0.3720436812206021,0.5815378677825154,0.33402420928003895,0.6671458632651687,0.15479348402961762,0.4683569065641105,0.37484872249706924
23,0.22229279444724379,0.374404106696809,0.9659684958121476,0.5982093735432168,0.7325282373179608,0.44578250559186033,0.21862258130214304,0.7228776612827096,0.7201388484678751,0.4151873635391872,0.5785318618713791,0.3390320835338257,0.36243431670043125,0.8422507195272595,0.684910087861153
24,0.6977536263340712,0.13061897394955246,0.6251143852810624,0.22918676418013895,0.438603200485477,0.030271323451767956,0.0315887397738782,0.3910007479520488,0.6245172874221194,0.394211165859511,0.1610347087963886,0.700815770018595,0.793719157753666,0.9583058189073229,0.726632035793384
25,0.14425553818646367,0.7878711988735975,0.7491027732066843,0.7687997797189011,0.7754996549974976,0.6966776228004807,0.6355649539020488,0.04606717134852036,0.6945504561169895,0.6064718975764075,0.5833561700663138,0.374722960756421,0.6111815938667418,0.9588200552026527,0.25993710968461203
26,0.44167767580390305,0.5243352226463288,0.1512676135114661,0.027664761544273185,0.5641443441868037,0.8509639322287921,0.7895029753701702,0.5928655447552844,0.29771490572580256,0.48651902064487645,0.2862858990403751,0.34106324580470465,0.4319376544286141,0.22409710824176543,0.5955569719882293
27,0.20739986508652603,0.9982275726470056,0.968358066150323,0.5217925073241745,0.4415283134585344,0.9498208476830357,0.8344892946639098,0.6874888170665266,0.3089554555520702,0.16963727534952103,0.8418226276897518,0.05630824758736356,0.9844457681339281,0.8762916309861782,0.7429249189933489
28,0.2733144803765996,0.5795845621198387,0.5621914616733621,0.7882468384302758,0.18967626587643538,0.18083287775794307,0.4233193456758326,0.15260789412880676,0.05717965514625674,0.15045203994650352,0.9072780781088573,0.33764582203964594,0.17577870175716837,0.6976886062807348,0.9521530938777047
29,0.7037761125373784,0.72818644263124,0.3166453786613353,0.8667289332745337,0.8007893797343769,0.396637148212076,0.5408113599849248,0.5522822494263948,0.6243543539176278,0.589611262130674,0.3490641918661035,0.38758243714186114,0.3485598056542019,0.7595435198028169,0.4366169334539682
30,0.4437228838628758,0.6749767028552868,0.3670761338416444,0.29667987394134526,0.9357430171880933,0.9325066970359737,0.8642963870970611,0.49730459455114634,0.6529854857392843,0.25164872825587814,0.6168496401743723,0.9632990811656488,0.6073474864448107,0.46690485685430066,0.4172502738118976
31,0.045403412301266134,0.9600102900017515,0.9703085171138245,0.5611898058499082,0.8094453335014674,0.7286625727475363,0.8306781176420954,0.9433128690642921,0.6946034708049366,0.17473335575066948,0.8564181702065481,0.7889085613637723,0.4333919886718947,0.44926223842084456,0.34111772019013425
32,0.9986810588094358,0.19815440817914365,0.7138305487038488,0.0007290721160328028,0.6090168068095567,0.6228468200022277,0.10895971755828172,0.6948446387152838,0.5467527395022186,0.7154442798446433,0.3899148508465278,0.41918188589911787,0.7430964167804195,0.007462335368586776,0.24264004217286808
33,0.6505803249100163,0.5742826605057407,0.25398614529920943,0.07979692415417267,0.3033836964049939,0.2901521663022042,0.7556693817880726,0.5241553392831599,0.14807381187887864,0.1552520045432908,0.7866541739930578,0.5147709827160281,0.42737348599207,0.63130998861697,0.8941546461244344
34,0.1818523158686599,0.3250809804642898,0.6384394728134714,0.7884583811091171,0.63314254674856,0.5319547872654691,0.5682082815978462,0.995874996895607,0.27125791687233936,0.07994001423375784,0.6866372613085296,0.776236303014899,0.6472118193998546,0.7479582594763952,0.9658772310865662
35,0.7956716520984547,0.44460125036338716,0.34532080698348433,0.7031025503695775,0.7533599378790642,0.7886602674779715,0.07291563206034368,0.19196027619180703,0.8750376496658051,0.36367917845296754,0.3317414737368834,0.37519691492469137,0.8811933255917067,0.8751588790694732,0.7007849743086683
36,0.2561375700070785,0.9031977548674374,0.3372756640999078,0.6059218786977397,0.9165474680684931,0.8565438472956045,0.6893865264747836,0.3491929544540025,0.18387257973907828,0.5679583794593512,0.5720951546486471,0.12396643354591143,0.7203390991036539,0.5919734654141674,0.3256813598457168
37,0.7758396966521022,0.9949424510927936,0.34296691134508334,0.2558492120508386,0.24767080759567828,0.13180012806756997,0.22972787679046508,0.009683157160322513,0.13523244529981854,0.9837998335272574,0.15414413612015065,0.4576787746719003,0.6492511801848965,0.9418221394256642,0.9555686072797146
38,0.18210597412876,0.761872496116328,0.7012224478592943,0.8752467506449099,0.301580977597113,0.27301704659942994,0.06379343500053884,0.13310329276908714,0.4745641815613369,0.8666669359816449,0.310853134900683,0.7622773083231364,0.5531933900166499,0.6312843030765335,0.47760104345917065
