injection_id,M_c,q,s1_mag,s1_theta,s1_phi,s2_mag,s2_theta,s2_phi,iota,lambda_1,lambda_2,ra,dec,psi,d_L
45,0.540471231211881,0.33436678274103265,0.1383104570817343,0.16679334782219998,0.29011003390807444,0.04687405318396328,0.18906200668979684,0.5964129320935287,0.78798996075833,0.27575235576299295,0.9335301991184427,0.05653022497197305,0.8961654302435438,0.9999069316613928,0.25422749077737666
46,0.7130321702712682,0.458693811675096,0.8566461808260349,0.5334236558065376,0.695622839397966,0.1383874822936667,0.24319610327607588,0.6893322017268277,0.5525240706858152,0.6626396007025189,0.34754055833791686,0.5118919094111511,0.3938803856230945,0.5938736159627738,0.7355270774578337
47,0.37468013108210285,0.5391370245965131,0.4707914884367617,0.8274618978857176,0.07104778075699907,0.1847209134787166,0.7838547702857693,0.6647737770466083,0.394221674875144,0.7829161169415524,0.07382746570471245,0.23522422028924708,0.4024893537248631,0.6452851075419397,0.5887889408817065
48,0.6041531590637034,0.1786130380776961,0.7799746131846628,0.22034637927171136,0.4412985094071338,0.8911355678267587,0.5217587631602224,0.621685610102026,0.6520149019670891,0.26212372084542984,0.6729832286845979,0.9957076779214485,0.9494296848840835,0.2765449059396896,0.3260998553904346
49,0.09909794942071194,0.020714277543416565,0.6817735543396829,0.2631148478807108,0.46779503788948285,0.7127250212167485,0.5402069724451418,0.3906087632508195,0.5439220540087907,0.022018190685475926,0.8508260586621013,0.4620814447641845,0.47100159888821597,0.3981019605180355,0.904101993839275
50,0.5494022691831638,0.7902424393831531,0.5938702848249996,0.7626536878817486,0.4449687139878057,0.2632725065005655,0.1451414439757895,0.10750296887766349,0.18602128984958932,0.828196155310273,0.03937582275633401,0.8693329227759837,0.009342963101665044,0.06312525082400967,0.46344356510827905
51,0.42282652453792524,0.7960004888236695,0.33288921633871316,0.8975277652403891,0.5174532739119452,0.79097857254691,0.18566540384552263,0.5890163192992316,0.9388144627173307,0.7378888186796355,0.974225279203234,0.12555531154452973,0.17142649660679862,0.1130119373316898,0.9064682316813513
52,0.09236355868610137,0.9029541312705125,0.11941863162445608,0.9622905490594081,0.6597557478922108,0.5731236573056553,0.7073851807227775,0.64737953767323,0.6810441654230746,0.22443380476918348,0.5236659707330618,0.10582166270723249,0.5425463453212304,0.819595322182975,0.5793799465421572
53,0.5535690911179202,0.999074934065996,0.5549968071643924,0.987303581223173,0.5269358601162472,0.5257538117567073,0.9350204431371115,0.42968551579838354,0.07545350440147706,0.735440841129885,0.9794919352909168,0.24640980946620727,0.5481455112238867,0.8871700643331526,0.16444171423738543
54,0.3478944133007451,0.10665930284573923,0.8837864826170495,0.36887327180226837,0.30334073311492066,0.28602530823099587,0.1347786491149375,0.8034298663576988,0.009119073990779648,0.5906031059941638,0.2252241888303939,0.9919312751240348,0.9795734897595043,0.7112417887161533,0.08208549822123963
55,0.8104569424553123,0.44212908084098046,0.11655722859641224,0.2520857821990329,0.24370677310388925,0.16526261446869978,0.2975507280748728,0.9266850050835052,0.46635169453778763,0.398549629806864,0.8135623795269609,0.2985892161544015,0.656675050263528,0.8017947331265535,0.11794007393262132
56,0.030836219831676556,0.13994651619180914,0.17898050297896684,0.573784617842982,0.7403692049295892,0.984384348216159,0.6091389085710045,0.051844335186326605,0.051915970877383005,0.046320344187693034,0.8902635058185674,0.4049935832121766,0.11904357023694392,0.18223504283032724,0.5235287268292137
57,0.15179502671094597,0.31734233066680073,0.29439323502448905,0.9257976937965465,0.3422430881675948,0.3414969631723778,0.14163967578020556,0.38241426516675886,0.09630779733499967,0.6995992425214976,0.1993975494682783,0.7622418489411559,0.25794473090060077,0.6192702544518452,0.14516373695365126
58,0.9070722284079651,0.07832195649378507,0.9519571524647095,0.17654649247157822,0.7494098006916975,0.5365887537381694,0.12007119770694007,0.41482666229759746,0.7070704795224828,0.23874563984334676,0.40848560982570736,0.5970540143105565,0.18052608778555926,0.7842835416348709,0.8855621914911646
59,0.8303896019832109,0.6062837141328723,0.5507968674284452,0.01084993253506096,0.32570938660621035,0.8232305398354209,0.8263508612347895,0.36625288724073657,0.11735005206034646,0.34580146520748095,0.9425828118779048,0.8545355891626147,0.4627297599653004,0.6005646029992011,0.9406821654097418
60,0.5470213911041223,0.5445725128399902,0.7433753499405523,0.8317493482011444,0.8964199500586224,0.8712731587333183,0.11561804905796867,0.4828211299095178,0.6363001195830474,0.41119082650309874,0.5944730791720867,0.7507564706106753,0.8189492627154785,0.29659246286171265,0.5206323848172003
61,0.26361060166847866,0.5956031786733518,0.13053144793857877,0.7612976880336992,0.7438430579585428,0.339359079101051,0.4537350931064036,0.17346298574113814,0.5368702742776925,0.9312676970351298,0.03462101532198319,0.05126348443883496,0.19297226622740732,0.7713004851002322,0.7326454231148954
62,0.7233556300263604,0.31038329387234387,0.38666511908827506,0.7094479870587582,0.609612524840482,0.5122012325159466,0.029942325538408334,0.24852286754363767,0.28978683140507927,0.9115402810492853,0.04093059058990357,0.6125385209498385,0.6610413687403445,0.4809823435935278,0.2463376146397704
63,0.057912439701187965,0.35249665140109254,0.1329554591821313,0.9252749769163825,0.34496995816705667,0.17591830463073926,0.08183654213075042,0.5855828293501978,0.9384520728712662,0.9337424244391425,0.012718846591524384,0.1620483741842813,0.26420965131019863,0.9574069654448457,0.08647889162734511
64,0.08176584512266905,0.2015939138449342,0.8543723757779729,0.6509531944373991,0.020273796507752313,0.19249561653227554,0.9376525714268257,0.4530939534327339,0.8334350900980451,0.3174474353603515,0.516752318723286,0.1289937208524486,0.9817902839702238,0.10418051805130696,0.04912491803358537
65,0.4635854207070277,0.18392526347642044,0.014171463738883573,0.4072466697626233,0.9265342398280003,0.1538674079445627,0.05555991873245793,0.6842239829009571,0.17709550017159742,0.1332995441548371,0.7645381329501618,0.6604151995669187,0.7206301085234088,0.5337304327897013,0.8993658160240818
66,0.03564115877096006,0.005122983037733492,0.7406259527412828,0.30020114546623006,0.02569819554451874,0.417855543358298,0.20706504212344234,0.17497285057587952,0.8814253291726657,0.034535728465129985,0.34566035873887047,0.5655773409489925,0.7996657042450984,0.12740165734425837,0.6147212994186291
67,0.9927773176221028,0.6855373196475426,0.03288627849678218,0.36790690606521287,0.12224055711593053,0.2530305103778572,0.19518495911485015,0.4441390574270809,0.9961440326335731,0.9514064136809827,0.25508759448461843,0.9002564780299692,0.6146734023526945,0.6311863950061299,0.9984670849458618
68,0.7578605042564973,0.04111838442479585,0.4095043522016847,0.086838731140951,0.5448033389635791,0.1167884731942557,0.24971807543120167,0.5843777703027585,0.0792416403703182,0.09706068926078033,0.5758300857741845,0.6262182559147987,0.9161911779653387,0.20710180393648125,0.7335727162711043
69,0.46409440340665525,0.8306998929928221,0.16872766028950245,0.48014899210075535,0.6692574021856494,0.4288346091826854,0.5832241906439566,0.8952402847734701,0.2137792514513068,0.7593068741167811,0.4328803965434128,0.8032683171913906,0.12013841543800234,0.2580900511412023,0.5991453988362906
70,0.7056031208966181,0.000480146457612786,0.8483261484722658,0.00981548312171617,0.9194498174505754,0.5638747915148357,0.43093881388711114,0.988183494372678,0.14314762008187715,0.034321887090125326,0.5280372364031828,0.8052822512316924,0.0475606052372586,0.38333220759240727,0.8705959143307245
